token,pos,syn_label,lemma,m_desc,m_type
renegade,n,S,no,IngroupVice,6
renegade,adj,O,no,IngroupVice,6
renegade,v,O,yes,IngroupVice,6
renegades,n,S,no,IngroupVice,6
renunciation,n,S,no,IngroupVice,6
renunciations,n,S,no,IngroupVice,6
resister,n,H,no,IngroupVice,6
resisters,n,H,no,IngroupVice,6
rival,n,H,no,IngroupVice,6
rivals,n,H,no,IngroupVice,6
scare,v,H,yes,IngroupVice,6
seclude,v,S,yes,IngroupVice,6
separately,adv,S,no,IngroupVice,6
sequester,v,O,yes,IngroupVice,6
sequestrate,v,S,yes,IngroupVice,6
set apart,v,S,yes,IngroupVice,6
severally,adv,S,no,IngroupVice,6
sham,n,S,no,IngroupVice,6
shammer,n,S,no,IngroupVice,6
shammers,n,S,no,IngroupVice,6
shams,n,S,no,IngroupVice,6
shit,v,S,yes,IngroupVice,6
sleuth,v,S,yes,IngroupVice,6
snitch,v,S,yes,IngroupVice,6
snoop,v,S,yes,IngroupVice,6
spies,n,O,no,IngroupVice,6
spurned,adj,S,no,IngroupVice,6
spy,n,O,no,IngroupVice,6
spy,v,O,yes,IngroupVice,6
strange,adj,S,no,IngroupVice,6
strangeness,n,S,no,IngroupVice,6
strangenesses,n,S,no,IngroupVice,6
stranger,adj,S,no,IngroupVice,6
stranger,n,H,no,IngroupVice,6
strangers,n,H,no,IngroupVice,6
strangest,adj,S,no,IngroupVice,6
tell on,v,S,yes,IngroupVice,6
tergiversation,n,S,no,IngroupVice,6
tergiversations,n,S,no,IngroupVice,6
terrify,v,S,yes,IngroupVice,6
terrorisation,n,O,no,IngroupVice,6
terrorisations,n,O,no,IngroupVice,6
terrorise,v,O,yes,IngroupVice,6
terrorism,n,O,no,IngroupVice,6
terrorisms,n,O,no,IngroupVice,6
terrorist,n,O,no,IngroupVice,6
terrorist act,n,S,no,IngroupVice,6
terrorist acts,n,S,no,IngroupVice,6
terrorists,n,O,no,IngroupVice,6
terrorization,n,S,no,IngroupVice,6
terrorizations,n,S,no,IngroupVice,6
terrorize,v,S,yes,IngroupVice,6
traitor,n,S,no,IngroupVice,6
traitorous,adj,S,no,IngroupVice,6
traitorously,adv,S,no,IngroupVice,6
traitorousness,n,H,no,IngroupVice,6
traitors,n,S,no,IngroupVice,6
treacheries,n,S,no,IngroupVice,6
treacherous,adj,O,no,IngroupVice,6
treacherously,adv,S,no,IngroupVice,6
treachery,n,S,no,IngroupVice,6
treason,n,S,no,IngroupVice,6
treasonable,adj,O,no,IngroupVice,6
treasonably,adv,O,no,IngroupVice,6
treasonist,n,O,no,IngroupVice,6
treasonists,n,O,no,IngroupVice,6
treasonous,adj,S,no,IngroupVice,6
treasons,n,S,no,IngroupVice,6
trickster,n,H,no,IngroupVice,6
tricksters,n,H,no,IngroupVice,6
turncoat,n,S,no,IngroupVice,6
turncoats,n,S,no,IngroupVice,6
two-timer,n,S,no,IngroupVice,6
two-timers,n,S,no,IngroupVice,6
undercover agent,n,S,no,IngroupVice,6
unfaithful,adj,S,no,IngroupVice,6
unfaithfulness,n,H,no,IngroupVice,6
unfaithfulnesses,n,H,no,IngroupVice,6
unknown,n,H,no,IngroupVice,6
unknowns,n,H,no,IngroupVice,6
unpatriotic,adj,S,no,IngroupVice,6
unpatriotically,adv,A,no,IngroupVice,6
unreliable,adj,S,no,IngroupVice,6
wander,v,S,yes,IngroupVice,6
withdraw,v,S,yes,IngroupVice,6
abbess,n,H,no,AuthorityVirtue,7
abbesses,n,H,no,AuthorityVirtue,7
abidance,n,H,no,AuthorityVirtue,7
abidances,n,H,no,AuthorityVirtue,7
abide,v,H,yes,AuthorityVirtue,7
abide by,v,S,yes,AuthorityVirtue,7
absolute,adj,S,no,AuthorityVirtue,7
accede,v,S,yes,AuthorityVirtue,7
accept,v,A,yes,AuthorityVirtue,7
accolade,n,S,no,AuthorityVirtue,7
accolades,n,S,no,AuthorityVirtue,7
adapt,v,H,yes,AuthorityVirtue,7
adherence,n,H,no,AuthorityVirtue,7
adherences,n,H,no,AuthorityVirtue,7
administrative,n,H,no,AuthorityVirtue,7
administratives,n,H,no,AuthorityVirtue,7
admirer,n,H,no,AuthorityVirtue,7
admirers,n,H,no,AuthorityVirtue,7
advance,v,H,yes,AuthorityVirtue,7
agreeableness,n,H,no,AuthorityVirtue,7
agreeablenesses,n,H,no,AuthorityVirtue,7
allegiant,adj,O,no,AuthorityVirtue,7
allow,v,H,yes,AuthorityVirtue,7
ancestor,n,H,no,AuthorityVirtue,7
ancestors,n,H,no,AuthorityVirtue,7
answer,v,S,yes,AuthorityVirtue,7
approval,n,H,no,AuthorityVirtue,7
approvals,n,H,no,AuthorityVirtue,7
archpriest,n,S,no,AuthorityVirtue,7
archpriests,n,S,no,AuthorityVirtue,7
arranged,adj,S,no,AuthorityVirtue,7
arranger,n,H,no,AuthorityVirtue,7
arrangers,n,H,no,AuthorityVirtue,7
ascendance,n,H,no,AuthorityVirtue,7
ascendances,n,H,no,AuthorityVirtue,7
ascendancies,n,H,no,AuthorityVirtue,7
ascendancy,n,H,no,AuthorityVirtue,7
ascendant,n,H,no,AuthorityVirtue,7
ascendants,n,H,no,AuthorityVirtue,7
ascendence,n,H,no,AuthorityVirtue,7
ascendences,n,H,no,AuthorityVirtue,7
ascendencies,n,H,no,AuthorityVirtue,7
ascendency,n,H,no,AuthorityVirtue,7
ascendent,n,H,no,AuthorityVirtue,7
ascendents,n,H,no,AuthorityVirtue,7
assent,v,A,yes,AuthorityVirtue,7
assurance,n,S,no,AuthorityVirtue,7
assurances,n,S,no,AuthorityVirtue,7
attend,v,S,yes,AuthorityVirtue,7
attend to,v,S,yes,AuthorityVirtue,7
august,adj,S,no,AuthorityVirtue,7
authorisation,n,S,no,AuthorityVirtue,7
authorisations,n,S,no,AuthorityVirtue,7
authorised,adj,S,no,AuthorityVirtue,7
authoritative,adj,O,no,AuthorityVirtue,7
authoritatively,adv,O,no,AuthorityVirtue,7
authorities,n,O,no,AuthorityVirtue,7
authority,n,S,no,AuthorityVirtue,7
authorization,n,S,no,AuthorityVirtue,7
authorizations,n,S,no,AuthorityVirtue,7
authorized,adj,S,no,AuthorityVirtue,7
award,n,S,no,AuthorityVirtue,7
awards,n,S,no,AuthorityVirtue,7
awe,n,S,no,AuthorityVirtue,7
boost,v,H,yes,AuthorityVirtue,7
bourgeoisie,n,O,no,AuthorityVirtue,7
bow,v,S,yes,AuthorityVirtue,7
calmness,n,A,no,AuthorityVirtue,7
calmnesses,n,A,no,AuthorityVirtue,7
caste,n,O,no,AuthorityVirtue,7
castes,n,O,no,AuthorityVirtue,7
certainties,n,H,no,AuthorityVirtue,7
chair,v,S,yes,AuthorityVirtue,7
chief,n,H,no,AuthorityVirtue,7
chiefs,n,H,no,AuthorityVirtue,7
Church Father,n,S,no,AuthorityVirtue,7
Church Fathers,n,S,no,AuthorityVirtue,7
civilities,n,H,no,AuthorityVirtue,7
civility,n,H,no,AuthorityVirtue,7
class,adj,O,no,AuthorityVirtue,7
clergyman,n,S,no,AuthorityVirtue,7
clergymen,n,S,no,AuthorityVirtue,7
coherent,adj,S,no,AuthorityVirtue,7
command,n,H,no,AuthorityVirtue,7
command,v,O,yes,AuthorityVirtue,7
commands,n,H,no,AuthorityVirtue,7
commendation,n,H,no,AuthorityVirtue,7
commendations,n,H,no,AuthorityVirtue,7
commissioned,n,H,no,AuthorityVirtue,7
compel,v,S,yes,AuthorityVirtue,7
complaisance,n,S,no,AuthorityVirtue,7
complaisances,n,S,no,AuthorityVirtue,7
compliance,n,H,no,AuthorityVirtue,7
compliances,n,H,no,AuthorityVirtue,7
compliancies,n,S,no,AuthorityVirtue,7
compliancy,n,S,no,AuthorityVirtue,7
compliant,adj,A,no,AuthorityVirtue,7
comply,v,O,yes,AuthorityVirtue,7
conduct,v,S,yes,AuthorityVirtue,7
confidence,n,S,no,AuthorityVirtue,7
confidences,n,S,no,AuthorityVirtue,7
conform,v,H,yes,AuthorityVirtue,7
conformation,n,H,no,AuthorityVirtue,7
conformations,n,H,no,AuthorityVirtue,7
conformism,n,H,no,AuthorityVirtue,7
conformisms,n,H,no,AuthorityVirtue,7
conformist,n,A,no,AuthorityVirtue,7
conformist,adj,A,no,AuthorityVirtue,7
conformists,n,A,no,AuthorityVirtue,7
conformities,n,H,no,AuthorityVirtue,7
conformity,n,H,no,AuthorityVirtue,7
consent,v,H,yes,AuthorityVirtue,7
conservative,n,H,no,AuthorityVirtue,7
conservatives,n,H,no,AuthorityVirtue,7
constabularies,n,S,no,AuthorityVirtue,7
constabulary,n,S,no,AuthorityVirtue,7
contain,v,S,yes,AuthorityVirtue,7
control,n,H,no,AuthorityVirtue,7
control,v,S,yes,AuthorityVirtue,7
controller,n,S,no,AuthorityVirtue,7
controllers,n,S,no,AuthorityVirtue,7
controls,n,H,no,AuthorityVirtue,7
courtesies,n,H,no,AuthorityVirtue,7
courtesy,n,H,no,AuthorityVirtue,7
custom,n,S,no,AuthorityVirtue,7
customs,n,S,no,AuthorityVirtue,7
de jure,adv,S,no,AuthorityVirtue,7
decide,v,H,yes,AuthorityVirtue,7
decree,n,S,no,AuthorityVirtue,7
decrees,n,S,no,AuthorityVirtue,7
decriminalise,v,S,yes,AuthorityVirtue,7
decriminalize,v,S,yes,AuthorityVirtue,7
deference,n,S,no,AuthorityVirtue,7
deferences,n,S,no,AuthorityVirtue,7
deferent,adj,O,no,AuthorityVirtue,7
deferential,adj,S,no,AuthorityVirtue,7
deferentially,adv,S,no,AuthorityVirtue,7
definitive,adj,S,no,AuthorityVirtue,7
demand,v,H,yes,AuthorityVirtue,7
determine,v,H,yes,AuthorityVirtue,7
dictate,v,S,yes,AuthorityVirtue,7
dictation,n,H,no,AuthorityVirtue,7
dictations,n,H,no,AuthorityVirtue,7
direct,v,S,yes,AuthorityVirtue,7
discipline,n,H,no,AuthorityVirtue,7
disciplines,n,H,no,AuthorityVirtue,7
dominance,n,S,no,AuthorityVirtue,7
dominances,n,S,no,AuthorityVirtue,7
dominate,v,S,yes,AuthorityVirtue,7
domination,n,S,no,AuthorityVirtue,7
dominations,n,S,no,AuthorityVirtue,7
don,n,S,no,AuthorityVirtue,7
dons,n,S,no,AuthorityVirtue,7
duteous,adj,S,no,AuthorityVirtue,7
dutiable,adj,O,no,AuthorityVirtue,7
duties,n,O,no,AuthorityVirtue,7
dutiful,adj,O,no,AuthorityVirtue,7
dutifully,adv,O,no,AuthorityVirtue,7
dutifulness,n,O,no,AuthorityVirtue,7
dutifulnesses,n,O,no,AuthorityVirtue,7
duty,n,O,no,AuthorityVirtue,7
edict,n,S,no,AuthorityVirtue,7
edicts,n,S,no,AuthorityVirtue,7
effectual,adj,S,no,AuthorityVirtue,7
empowerment,n,H,no,AuthorityVirtue,7
empowerments,n,H,no,AuthorityVirtue,7
enactment,n,H,no,AuthorityVirtue,7
enactments,n,H,no,AuthorityVirtue,7
enjoin,v,S,yes,AuthorityVirtue,7
enthrone,v,H,yes,AuthorityVirtue,7
esteem,n,S,no,AuthorityVirtue,7
esteem,v,S,yes,AuthorityVirtue,7
esteemed,adj,S,no,AuthorityVirtue,7
esteems,n,S,no,AuthorityVirtue,7
estimable,adj,S,no,AuthorityVirtue,7
evaluate,v,H,yes,AuthorityVirtue,7
excel,v,H,yes,AuthorityVirtue,7
expert,n,H,no,AuthorityVirtue,7
experts,n,H,no,AuthorityVirtue,7
faithful,adj,A,no,AuthorityVirtue,7
father,n,O,no,AuthorityVirtue,7
father,v,O,yes,AuthorityVirtue,7
Father of the Church,n,S,no,AuthorityVirtue,7
Father-God,n,S,no,AuthorityVirtue,7
Fatherhood,n,S,no,AuthorityVirtue,7
Fatherhoods,n,S,no,AuthorityVirtue,7
father-in-law,n,O,no,AuthorityVirtue,7
fatherlike,adj,O,no,AuthorityVirtue,7
fatherliness,n,O,no,AuthorityVirtue,7
fatherly,adj,S,no,AuthorityVirtue,7
fatherly,adv,O,no,AuthorityVirtue,7
fathers,n,O,no,AuthorityVirtue,7
Fathers of the Church,n,S,no,AuthorityVirtue,7
fathers-in-law,n,O,no,AuthorityVirtue,7
fealties,n,S,no,AuthorityVirtue,7
fealty,n,S,no,AuthorityVirtue,7
federal agencies,n,S,no,AuthorityVirtue,7
federal agency,n,S,no,AuthorityVirtue,7
female parent,n,S,no,AuthorityVirtue,7
female parents,n,S,no,AuthorityVirtue,7
fiat,n,S,no,AuthorityVirtue,7
fiats,n,S,no,AuthorityVirtue,7
flexibility,n,H,no,AuthorityVirtue,7
follow,v,S,yes,AuthorityVirtue,7
forefather,n,S,no,AuthorityVirtue,7
forefathers,n,S,no,AuthorityVirtue,7
founder,n,S,no,AuthorityVirtue,7
founders,n,S,no,AuthorityVirtue,7
founding father,n,S,no,AuthorityVirtue,7
founding fathers,n,S,no,AuthorityVirtue,7
free,v,A,yes,AuthorityVirtue,7
fulfil,v,H,yes,AuthorityVirtue,7
fulfill,v,H,yes,AuthorityVirtue,7
function,v,S,yes,AuthorityVirtue,7
further,v,H,yes,AuthorityVirtue,7
glorious,adj,S,no,AuthorityVirtue,7
godlier,adj,S,no,AuthorityVirtue,7
godliest,adj,S,no,AuthorityVirtue,7
godly,adj,S,no,AuthorityVirtue,7
govern,v,S,yes,AuthorityVirtue,7
government,n,S,no,AuthorityVirtue,7
government agencies,n,S,no,AuthorityVirtue,7
government agency,n,S,no,AuthorityVirtue,7
governments,n,S,no,AuthorityVirtue,7
guide,v,S,yes,AuthorityVirtue,7
head,n,H,no,AuthorityVirtue,7
head,v,S,yes,AuthorityVirtue,7
heads,n,H,no,AuthorityVirtue,7
hero-worship,v,S,yes,AuthorityVirtue,7
hidebound,adj,S,no,AuthorityVirtue,7
hierarch,n,O,no,AuthorityVirtue,7
hierarchal,adj,O,no,AuthorityVirtue,7
hierarchic,adj,S,no,AuthorityVirtue,7
hierarchical,adj,S,no,AuthorityVirtue,7
hierarchically,adv,O,no,AuthorityVirtue,7
hierarchies,n,O,no,AuthorityVirtue,7
hierarchs,n,O,no,AuthorityVirtue,7
hierarchy,n,O,no,AuthorityVirtue,7
high priest,n,S,no,AuthorityVirtue,7
high priests,n,S,no,AuthorityVirtue,7
higher-ranking,adj,S,no,AuthorityVirtue,7
hold over,v,S,yes,AuthorityVirtue,7
Holy Order,n,S,no,AuthorityVirtue,7
Holy Orders,n,S,no,AuthorityVirtue,7
honor,n,O,no,AuthorityVirtue,7
honor,v,O,yes,AuthorityVirtue,7
honorable,adj,O,no,AuthorityVirtue,7
honorableness,n,O,no,AuthorityVirtue,7
honorably,adv,O,no,AuthorityVirtue,7
honorarium,n,O,no,AuthorityVirtue,7
honorariums,n,O,no,AuthorityVirtue,7
honorary,adj,O,no,AuthorityVirtue,7
honored,adj,O,no,AuthorityVirtue,7
honoree,n,O,no,AuthorityVirtue,7
honorees,n,O,no,AuthorityVirtue,7
honorific,adj,O,no,AuthorityVirtue,7
honoring,n,O,no,AuthorityVirtue,7
honorings,n,O,no,AuthorityVirtue,7
honors,n,O,no,AuthorityVirtue,7
honour,n,S,no,AuthorityVirtue,7
honour,v,S,yes,AuthorityVirtue,7
honourable,adj,S,no,AuthorityVirtue,7
honourableness,n,S,no,AuthorityVirtue,7
honourably,adv,S,no,AuthorityVirtue,7
honoured,adj,S,no,AuthorityVirtue,7
honours,n,S,no,AuthorityVirtue,7
humbleness,n,H,no,AuthorityVirtue,7
humilities,n,H,no,AuthorityVirtue,7
humility,n,H,no,AuthorityVirtue,7
idolatries,n,S,no,AuthorityVirtue,7
idolatry,n,S,no,AuthorityVirtue,7
idolise,v,S,yes,AuthorityVirtue,7
idolize,v,S,yes,AuthorityVirtue,7
illustrious,adj,S,no,AuthorityVirtue,7
important,adj,S,no,AuthorityVirtue,7
impose,v,H,yes,AuthorityVirtue,7
judge,v,H,yes,AuthorityVirtue,7
jurisprudence,n,S,no,AuthorityVirtue,7
jurisprudences,n,S,no,AuthorityVirtue,7
keep in line,v,S,yes,AuthorityVirtue,7
law,n,O,no,AuthorityVirtue,7
law of nature,n,S,no,AuthorityVirtue,7
lawful,adj,O,no,AuthorityVirtue,7
lawfully,adv,A,no,AuthorityVirtue,7
lawfulness,n,O,no,AuthorityVirtue,7
lawfulnesses,n,O,no,AuthorityVirtue,7
laws,n,O,no,AuthorityVirtue,7
laws of nature,n,S,no,AuthorityVirtue,7
lead,v,O,yes,AuthorityVirtue,7
lead,n,S,no,AuthorityVirtue,7
leader,n,H,no,AuthorityVirtue,7
leaders,n,O,no,AuthorityVirtue,7
leadership,n,S,no,AuthorityVirtue,7
leading,n,S,no,AuthorityVirtue,7
leadings,n,S,no,AuthorityVirtue,7
leads,n,S,no,AuthorityVirtue,7
legal,adj,A,no,AuthorityVirtue,7
legal,n,H,no,AuthorityVirtue,7
legal philosophies,n,S,no,AuthorityVirtue,7
legal philosophy,n,S,no,AuthorityVirtue,7
legalese,n,O,no,AuthorityVirtue,7
legalisation,n,O,no,AuthorityVirtue,7
legalisations,n,O,no,AuthorityVirtue,7
legalise,v,O,yes,AuthorityVirtue,7
legalism,n,O,no,AuthorityVirtue,7
legalisms,n,O,no,AuthorityVirtue,7
legalities,n,A,no,AuthorityVirtue,7
legality,n,A,no,AuthorityVirtue,7
legalization,n,S,no,AuthorityVirtue,7
legalizations,n,S,no,AuthorityVirtue,7
legalize,v,S,yes,AuthorityVirtue,7
legally,adv,S,no,AuthorityVirtue,7
legals,n,H,no,AuthorityVirtue,7
legitimate,adj,S,no,AuthorityVirtue,7
legitimate,v,S,yes,AuthorityVirtue,7
legitimately,adv,S,no,AuthorityVirtue,7
legitimation,n,S,no,AuthorityVirtue,7
legitimations,n,S,no,AuthorityVirtue,7
legitimatise,v,S,yes,AuthorityVirtue,7
legitimatize,v,S,yes,AuthorityVirtue,7
legitimise,v,S,yes,AuthorityVirtue,7
legitimize,v,S,yes,AuthorityVirtue,7
licence,n,S,no,AuthorityVirtue,7
licences,n,S,no,AuthorityVirtue,7
licenses,n,S,no,AuthorityVirtue,7
license,n,S,no,AuthorityVirtue,7
licit,adj,S,no,AuthorityVirtue,7
licitly,adv,S,no,AuthorityVirtue,7
logical,adj,S,no,AuthorityVirtue,7
magisterially,adv,S,no,AuthorityVirtue,7
male parent,n,S,no,AuthorityVirtue,7
male parents,n,S,no,AuthorityVirtue,7
man of the cloth,n,S,no,AuthorityVirtue,7
master,v,H,yes,AuthorityVirtue,7
mastermind,n,H,no,AuthorityVirtue,7
masterminds,n,H,no,AuthorityVirtue,7
maternal qualities,n,S,no,AuthorityVirtue,7
maternal quality,n,S,no,AuthorityVirtue,7
maternalism,n,S,no,AuthorityVirtue,7
maternalisms,n,S,no,AuthorityVirtue,7
maternally,adv,S,no,AuthorityVirtue,7
maternities,n,S,no,AuthorityVirtue,7
maternity,n,S,no,AuthorityVirtue,7
membership,n,S,no,AuthorityVirtue,7
memberships,n,S,no,AuthorityVirtue,7
men of the cloth,n,S,no,AuthorityVirtue,7
methodicalness,n,S,no,AuthorityVirtue,7
middle class,n,S,no,AuthorityVirtue,7
middle classes,n,S,no,AuthorityVirtue,7
militaries,n,H,no,AuthorityVirtue,7
military,n,H,no,AuthorityVirtue,7
military position,n,S,no,AuthorityVirtue,7
military positions,n,S,no,AuthorityVirtue,7
moderate,v,S,yes,AuthorityVirtue,7
monastic order,n,S,no,AuthorityVirtue,7
monastic orders,n,S,no,AuthorityVirtue,7
mother,n,O,no,AuthorityVirtue,7
mothering,n,O,no,AuthorityVirtue,7
motherings,n,O,no,AuthorityVirtue,7
motherlike,adj,O,no,AuthorityVirtue,7
motherliness,n,O,no,AuthorityVirtue,7
motherly,adv,O,no,AuthorityVirtue,7
motherly,adj,O,no,AuthorityVirtue,7
mothers,n,O,no,AuthorityVirtue,7
obedience,n,A,no,AuthorityVirtue,7
obediences,n,A,no,AuthorityVirtue,7
obedient,adj,A,no,AuthorityVirtue,7
obediently,adv,A,no,AuthorityVirtue,7
obeisance,n,S,no,AuthorityVirtue,7
obeisances,n,S,no,AuthorityVirtue,7
obey,v,A,yes,AuthorityVirtue,7
obligation,n,S,no,AuthorityVirtue,7
obligations,n,S,no,AuthorityVirtue,7
obligingness,n,S,no,AuthorityVirtue,7
obligingnesses,n,S,no,AuthorityVirtue,7
observance,n,S,no,AuthorityVirtue,7
observances,n,S,no,AuthorityVirtue,7
official,n,H,no,AuthorityVirtue,7
officials,n,H,no,AuthorityVirtue,7
operate,v,S,yes,AuthorityVirtue,7
ordain,v,S,yes,AuthorityVirtue,7
order,n,O,no,AuthorityVirtue,7
order,v,O,yes,AuthorityVirtue,7
ordered,adj,O,no,AuthorityVirtue,7
orderer,n,O,no,AuthorityVirtue,7
orderers,n,O,no,AuthorityVirtue,7
ordering,n,S,no,AuthorityVirtue,7
orderings,n,S,no,AuthorityVirtue,7
orderlies,n,O,no,AuthorityVirtue,7
orderliness,n,S,no,AuthorityVirtue,7
orderlinesses,n,S,no,AuthorityVirtue,7
orderly,adj,S,no,AuthorityVirtue,7
orderly,n,O,no,AuthorityVirtue,7
orders,n,O,no,AuthorityVirtue,7
ordination,n,S,no,AuthorityVirtue,7
ordinations,n,S,no,AuthorityVirtue,7
organiser,n,H,no,AuthorityVirtue,7
organisers,n,H,no,AuthorityVirtue,7
organizer,n,H,no,AuthorityVirtue,7
organizers,n,H,no,AuthorityVirtue,7
originator,n,H,no,AuthorityVirtue,7
originators,n,H,no,AuthorityVirtue,7
orthodoxies,n,H,no,AuthorityVirtue,7
orthodoxy,n,H,no,AuthorityVirtue,7
outrank,v,S,yes,AuthorityVirtue,7
overlook,v,S,yes,AuthorityVirtue,7
overtop,v,S,yes,AuthorityVirtue,7
Padre,n,S,no,AuthorityVirtue,7
Padres,n,S,no,AuthorityVirtue,7
parent,n,H,no,AuthorityVirtue,7
parental,n,H,no,AuthorityVirtue,7
parentals,n,H,no,AuthorityVirtue,7
parents,n,H,no,AuthorityVirtue,7
parliamentary law,n,S,no,AuthorityVirtue,7
parliamentary laws,n,S,no,AuthorityVirtue,7
parliamentary procedure,n,S,no,AuthorityVirtue,7
parliamentary procedures,n,S,no,AuthorityVirtue,7
paternities,n,S,no,AuthorityVirtue,7
paternity,n,S,no,AuthorityVirtue,7
pecking order,n,S,no,AuthorityVirtue,7
pecking orders,n,S,no,AuthorityVirtue,7
permission,n,H,no,AuthorityVirtue,7
permissions,n,H,no,AuthorityVirtue,7
permit,v,H,yes,AuthorityVirtue,7
permit,n,O,no,AuthorityVirtue,7
permits,n,O,no,AuthorityVirtue,7
ply,v,H,yes,AuthorityVirtue,7
police,n,S,no,AuthorityVirtue,7
police force,n,S,no,AuthorityVirtue,7
police forces,n,S,no,AuthorityVirtue,7
politeness,n,H,no,AuthorityVirtue,7
politenesses,n,H,no,AuthorityVirtue,7
polities,n,H,no,AuthorityVirtue,7
polity,n,H,no,AuthorityVirtue,7
potencies,n,S,no,AuthorityVirtue,7
potency,n,S,no,AuthorityVirtue,7
power,n,H,no,AuthorityVirtue,7
power structure,n,S,no,AuthorityVirtue,7
power structures,n,S,no,AuthorityVirtue,7
powerfulness,n,H,no,AuthorityVirtue,7
powers,n,H,no,AuthorityVirtue,7
precede,v,S,yes,AuthorityVirtue,7
prelate,n,S,no,AuthorityVirtue,7
prelates,n,S,no,AuthorityVirtue,7
prescribe,v,S,yes,AuthorityVirtue,7
prescript,n,H,no,AuthorityVirtue,7
prescripts,n,H,no,AuthorityVirtue,7
prestigious,adj,S,no,AuthorityVirtue,7
priest,n,H,no,AuthorityVirtue,7
priests,n,H,no,AuthorityVirtue,7
primate,n,S,no,AuthorityVirtue,7
primates,n,S,no,AuthorityVirtue,7
prioress,n,H,no,AuthorityVirtue,7
prioresses,n,H,no,AuthorityVirtue,7
prise,v,S,yes,AuthorityVirtue,7
prize,v,S,yes,AuthorityVirtue,7
promote,v,H,yes,AuthorityVirtue,7
rank,v,S,yes,AuthorityVirtue,7
rank,n,O,no,AuthorityVirtue,7
rank,adj,O,no,AuthorityVirtue,7
rank and file,n,S,no,AuthorityVirtue,7
ranker,adj,O,no,AuthorityVirtue,7
ranker,n,O,no,AuthorityVirtue,7
rankers,n,O,no,AuthorityVirtue,7
rankest,adj,O,no,AuthorityVirtue,7
ranking,n,O,no,AuthorityVirtue,7
ranking,adj,O,no,AuthorityVirtue,7
rankings,n,O,no,AuthorityVirtue,7
rankness,n,O,no,AuthorityVirtue,7
ranknesses,n,O,no,AuthorityVirtue,7
ranks,n,O,no,AuthorityVirtue,7
recognise,v,H,yes,AuthorityVirtue,7
recognize,v,H,yes,AuthorityVirtue,7
reconcile,v,S,yes,AuthorityVirtue,7
redoubtable,adj,S,no,AuthorityVirtue,7
regard,n,S,no,AuthorityVirtue,7
regard,v,H,yes,AuthorityVirtue,7
regardful,adj,S,no,AuthorityVirtue,7
regards,n,S,no,AuthorityVirtue,7
regime,n,S,no,AuthorityVirtue,7
regimes,n,S,no,AuthorityVirtue,7
regularise,v,S,yes,AuthorityVirtue,7
regularize,v,S,yes,AuthorityVirtue,7
regulate,v,S,yes,AuthorityVirtue,7
regulated,adj,S,no,AuthorityVirtue,7
rescript,n,S,no,AuthorityVirtue,7
rescripts,n,S,no,AuthorityVirtue,7
respect,n,A,no,AuthorityVirtue,7
respect,v,A,yes,AuthorityVirtue,7
respectable,adj,S,no,AuthorityVirtue,7
respected,adj,O,no,AuthorityVirtue,7
respectful,adj,A,no,AuthorityVirtue,7
respectfully,adv,A,no,AuthorityVirtue,7
respectfully,adj,O,no,AuthorityVirtue,7
respectfulness,n,S,no,AuthorityVirtue,7
respectfulnesses,n,S,no,AuthorityVirtue,7
respects,n,O,no,AuthorityVirtue,7
respects,v,O,yes,AuthorityVirtue,7
responsibilities,n,S,no,AuthorityVirtue,7
responsibility,n,S,no,AuthorityVirtue,7
restrain,v,H,yes,AuthorityVirtue,7
restraint,n,S,no,AuthorityVirtue,7
restraints,n,S,no,AuthorityVirtue,7
revere,v,O,yes,AuthorityVirtue,7
revered,adj,O,no,AuthorityVirtue,7
reverence,v,S,yes,AuthorityVirtue,7
reverence,n,O,no,AuthorityVirtue,7
reverences,n,O,no,AuthorityVirtue,7
reverend,n,O,no,AuthorityVirtue,7
reverend,adj,O,no,AuthorityVirtue,7
reverends,n,O,no,AuthorityVirtue,7
reverent,adj,O,no,AuthorityVirtue,7
reverential,adj,S,no,AuthorityVirtue,7
reverentially,adv,O,no,AuthorityVirtue,7
reverently,adv,S,no,AuthorityVirtue,7
reward,v,S,yes,AuthorityVirtue,7
reward,n,H,no,AuthorityVirtue,7
rewards,n,H,no,AuthorityVirtue,7
richness,n,S,no,AuthorityVirtue,7
richnesses,n,S,no,AuthorityVirtue,7
rightful,adj,S,no,AuthorityVirtue,7
rule,n,H,no,AuthorityVirtue,7
rule-governed,adj,S,no,AuthorityVirtue,7
rules of order,n,H,no,AuthorityVirtue,7
rules of orders,n,S,no,AuthorityVirtue,7
sanction,n,S,no,AuthorityVirtue,7
sanctions,n,S,no,AuthorityVirtue,7
satisfy,v,H,yes,AuthorityVirtue,7
say-so,n,S,no,AuthorityVirtue,7
sect,n,H,no,AuthorityVirtue,7
sects,n,H,no,AuthorityVirtue,7
see to it,v,S,yes,AuthorityVirtue,7
self-assurance,n,S,no,AuthorityVirtue,7
self-assurances,n,S,no,AuthorityVirtue,7
self-confidence,n,S,no,AuthorityVirtue,7
serve,v,O,yes,AuthorityVirtue,7
serve well,v,S,yes,AuthorityVirtue,7
service,n,S,no,AuthorityVirtue,7
service,v,S,yes,AuthorityVirtue,7
services,n,S,no,AuthorityVirtue,7
shogunate,n,S,no,AuthorityVirtue,7
shogunates,n,S,no,AuthorityVirtue,7
sire,n,S,no,AuthorityVirtue,7
sire,v,S,yes,AuthorityVirtue,7
